transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
3366,37,1153,2017-01-10,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1997-05-10
15115,92,1699,2017-01-10,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05
17607,0,923,2017-01-10,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-26
2837,61,478,2017-01-10,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,1992-10-02
13060,46,509,2017-01-10,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2012-06-04
15943,98,2546,2017-01-10,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09
14317,59,2119,2017-01-10,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20
976,63,1589,2017-01-10,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,2004-08-17
4519,87,643,2017-01-10,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-25
4364,52,1147,2017-01-10,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,1991-08-05
16562,11,881,2017-01-10,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2014-03-03
10047,0,687,2017-01-10,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2000-05-22
16554,62,2001,2017-01-10,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2014-03-03
2282,2,2968,2017-01-10,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05
4559,5,3163,2017-01-10,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29
4218,0,1509,2017-01-10,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,2006-10-01
18371,4,548,2017-01-10,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,2010-11-05
10341,29,2716,2017-01-10,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-22
12276,53,244,2017-01-10,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09
18348,47,1302,2017-01-10,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-01
12273,51,3166,2017-01-10,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-10
6481,35,2664,2017-01-10,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12
16287,72,55,2017-01-10,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2002-08-31
12234,0,1310,2017-01-10,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04
12204,65,2860,2017-01-10,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-21
1784,9,3081,2017-01-10,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2016-11-22
10430,42,1791,2017-01-10,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2007-12-11
10451,61,902,2017-01-10,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17
18233,0,2647,2017-01-10,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-26
12074,89,903,2017-01-10,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20
12002,60,2185,2017-01-10,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24
11995,0,2019,2017-01-10,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16
5281,34,515,2017-01-10,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17
737,42,669,2017-01-10,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19
14270,74,2103,2017-01-10,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-22
3703,40,1561,2017-01-10,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2007-12-11
5374,71,2270,2017-01-10,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,2013-06-09
560,7,695,2017-01-10,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11
17559,0,3123,2017-01-10,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07
7540,28,428,2017-01-10,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1994-09-09
7306,82,780,2017-01-10,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10
7042,9,1879,2017-01-10,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05
26,64,2596,2017-01-10,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-05-21
7370,2,1745,2017-01-10,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-15
7143,82,3218,2017-01-10,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2014-10-10
7173,39,1541,2017-01-10,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2007-12-11
7549,17,2806,2017-01-10,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,2016-02-04
7229,75,1755,2017-01-10,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-22
19223,5,190,2017-01-10,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29
7468,37,2702,2017-01-10,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,2008-03-19
19832,20,1210,2017-01-11,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-05
4678,67,2472,2017-01-11,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1993-07-15
12764,61,3013,2017-01-11,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10
3884,19,562,2017-01-11,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08
16170,74,1298,2017-01-11,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-22
11773,58,2796,2017-01-11,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18
11708,12,213,2017-01-11,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2003-09-09
13977,28,2807,2017-01-11,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1994-07-12
7643,3,2799,2017-01-11,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1991-11-07
19862,24,52,2017-01-11,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,1993-05-26
17606,0,208,2017-01-11,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07
11419,27,1555,2017-01-11,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12
5617,98,2443,2017-01-11,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09
11230,7,2036,2017-01-11,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-28
14792,17,947,2017-01-11,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09
11038,78,2083,2017-01-11,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25
13880,73,471,2017-01-11,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31
18860,15,2104,2017-01-11,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07
10183,43,361,2017-01-11,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1993-04-12
4043,33,3362,2017-01-11,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11
12776,33,2505,2017-01-11,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19
16822,29,815,2017-01-11,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1992-10-11
19659,22,2613,2017-01-11,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,2011-05-07
492,90,547,2017-01-11,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10
9917,58,3261,2017-01-11,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18
9915,10,2857,2017-01-11,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2004-08-17
8412,88,429,2017-01-11,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1996-04-05
12541,74,1708,2017-01-11,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2016-11-14
13083,87,2180,2017-01-11,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1995-10-24
13154,27,2607,2017-01-11,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,2006-11-10
6372,0,1714,2017-01-11,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02
2332,37,658,2017-01-11,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1997-05-10
5138,14,1762,2017-01-11,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2013-03-12
5181,9,2359,2017-01-11,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2003-03-18
1710,3,919,2017-01-11,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2003-02-07
5210,44,3450,2017-01-11,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09
13478,41,835,2017-01-11,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,2008-03-19
18522,1,2265,2017-01-11,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2005-08-09
11885,0,548,2017-01-11,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1997-01-25
1325,52,1298,2017-01-11,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25
6953,20,1677,2017-01-11,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1993-05-26
4012,36,1332,2017-01-11,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,1997-05-10
14870,22,3500,2017-01-11,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15
13988,21,565,2017-01-11,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1993-05-26
6831,72,2365,2017-01-11,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2002-08-31
15206,67,322,2017-01-11,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2002-08-31
19170,24,3058,2017-01-11,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2012-05-18
10959,97,1389,2017-01-11,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29
6013,11,1385,2017-01-11,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-04
5909,74,3482,2017-01-11,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2015-08-10
3118,7,3176,2017-01-11,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-28
15398,80,398,2017-01-11,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25
2197,90,2763,2017-01-12,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2004-01-16
17466,1,659,2017-01-12,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02
17140,1,1922,2017-01-12,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1997-01-25
2794,62,3499,2017-01-12,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1998-12-17
16005,0,129,2017-01-12,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2005-08-09
13316,83,703,2017-01-12,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16
11255,0,2457,2017-01-12,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2010-08-20
595,84,825,2017-01-12,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,1993-04-20
17627,36,598,2017-01-12,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11
9049,28,1985,2017-01-12,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2002-03-22
15374,0,2143,2017-01-12,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1999-07-20
6166,40,2882,2017-01-12,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02
13089,82,719,2017-01-12,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10
9866,66,677,2017-01-12,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05
4871,36,3342,2017-01-12,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19
12393,61,2935,2017-01-12,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17
12380,54,1147,2017-01-12,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1992-10-02
3275,72,2718,2017-01-12,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2010-11-05
8724,26,607,2017-01-12,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26
12643,92,3263,2017-01-12,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05
12173,15,2375,2017-01-12,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07
10597,74,2051,2017-01-12,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-22
189,56,2713,2017-01-12,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1993-06-23
19070,35,1647,2017-01-12,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14
18047,98,664,2017-01-12,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09
17247,0,633,2017-01-12,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1997-01-25
1350,86,2223,2017-01-12,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07
8463,77,848,2017-01-12,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-10
12644,24,532,2017-01-12,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-07
2224,50,333,2017-01-12,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2001-11-25
4082,0,637,2017-01-12,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15
5891,81,977,2017-01-12,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,2006-10-01
11118,68,425,2017-01-12,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20
2135,21,1880,2017-01-12,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-03
12599,66,817,2017-01-12,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-08-20
18883,10,1597,2017-01-12,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-03
9142,28,793,2017-01-12,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16
7842,40,2319,2017-01-12,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21
18938,53,995,2017-01-13,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2006-05-22
5380,53,1076,2017-01-13,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09
2987,0,1136,2017-01-13,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-16
6860,30,1744,2017-01-13,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-10
9310,21,1451,2017-01-13,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,2016-02-04
148,14,3262,2017-01-13,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05
13611,34,2853,2017-01-13,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1994-09-09
982,3,147,2017-01-13,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2005-05-10
3008,18,2725,2017-01-13,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12
18513,0,1674,2017-01-13,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-26
10212,75,2446,2017-01-13,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-22
18035,0,3495,2017-01-13,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22
8705,0,2814,2017-01-13,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2002-08-31
13526,17,1440,2017-01-13,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1994-09-09
11907,100,1259,2017-01-13,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06
4158,26,1250,2017-01-13,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26
18449,0,3251,2017-01-13,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1994-08-10
18023,14,377,2017-01-13,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05
12056,28,3267,2017-01-13,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2005-12-07
5918,23,2641,2017-01-13,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,2011-05-07
15932,95,1058,2017-01-13,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1994-08-10
10981,1,2008,2017-01-13,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02
12548,63,2637,2017-01-13,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,2010-11-05
4509,79,1494,2017-01-13,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1997-08-25
4770,31,2628,2017-01-13,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10
8998,22,1185,2017-01-13,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,2011-05-07
14682,43,887,2017-01-13,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09
5402,32,3450,2017-01-13,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-22
19605,7,2249,2017-01-13,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-28
10949,80,2819,2017-01-13,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25
12833,74,3035,2017-01-13,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-28
10556,27,1301,2017-01-13,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-23
7184,0,2466,2017-01-13,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02
11051,39,1606,2017-01-13,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1999-12-04
3468,76,136,2017-01-13,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2016-03-29
212,80,1596,2017-01-13,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2005-10-22
12356,41,487,2017-01-13,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-10
2080,80,2977,2017-01-13,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25
15490,64,117,2017-01-13,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2000-05-22
17603,0,1005,2017-01-13,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2004-07-25
17593,64,1678,2017-01-13,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1998-12-17
9186,71,1346,2017-01-13,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24
12321,98,179,2017-01-13,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2011-08-24
10686,28,2812,2017-01-13,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2005-12-07
14272,66,2531,2017-01-13,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2013-03-12
9438,89,2071,2017-01-13,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20
9595,8,1914,2017-01-13,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16
1972,36,125,2017-01-13,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19
7070,91,3171,2017-01-14,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,2004-01-16
2139,4,394,2017-01-14,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,2010-08-20
8225,84,2826,2017-01-14,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18
15069,43,32,2017-01-14,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04
5068,36,3282,2017-01-14,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11
11899,49,1864,2017-01-14,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04
11911,53,3297,2017-01-14,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09
4156,92,2918,2017-01-14,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1994-08-10
6407,52,594,2017-01-14,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25
1133,77,1658,2017-01-14,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1997-01-25
6492,41,2398,2017-01-14,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07
12402,50,642,2017-01-14,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-16
4391,75,2383,2017-01-14,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-22
17278,0,1869,2017-01-14,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2002-08-31
12085,0,2521,2017-01-14,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1995-12-19
2333,3,1138,2017-01-14,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-04-16
5021,43,3295,2017-01-14,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2013-09-16
3068,12,1148,2017-01-14,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25
15508,51,2783,2017-01-14,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2009-04-12
10841,50,1815,2017-01-14,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-07-21
6673,13,2048,2017-01-14,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16
14107,39,3316,2017-01-14,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07
18943,52,799,2017-01-14,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2003-07-21
11686,32,625,2017-01-14,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1998-12-16
18977,35,405,2017-01-14,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14
15889,19,1420,2017-01-14,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08
6825,1,1060,2017-01-14,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1991-11-07
11445,38,3215,2017-01-14,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1991-01-21
2714,34,2896,2017-01-14,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1994-07-12
11283,34,2558,2017-01-14,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1994-09-09
14106,20,92,2017-01-14,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2014-03-03
6711,41,1667,2017-01-14,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07
7971,42,103,2017-01-14,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1993-04-12
3512,22,3068,2017-01-14,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15
3469,100,905,2017-01-14,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06
8842,0,1772,2017-01-14,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1992-10-02
9516,97,2425,2017-01-14,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,1994-08-10
14704,95,3443,2017-01-14,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10
5744,56,2968,2017-01-14,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-02
7932,80,149,2017-01-14,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1991-07-10
6756,53,1289,2017-01-14,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2009-04-12
3578,3,2454,2017-01-14,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1991-11-07
10227,29,520,2017-01-14,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1991-11-10
4633,38,3017,2017-01-14,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16
6608,28,2371,2017-01-14,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2014-03-03
7003,44,967,2017-01-14,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2001-11-25
13903,13,2664,2017-01-14,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-09
19704,36,1261,2017-01-15,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19
2962,77,348,2017-01-15,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1991-07-10
12507,47,1819,2017-01-15,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2001-11-25
1912,62,2286,2017-01-15,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09
18624,89,1986,2017-01-15,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20
14989,58,1991,2017-01-15,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-06-17
4850,98,1806,2017-01-15,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16
6301,22,1094,2017-01-15,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12
19879,52,1936,2017-01-15,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1997-02-09
2740,51,2615,2017-01-15,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1991-01-21
15834,43,3427,2017-01-15,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,2014-07-28
8897,76,2436,2017-01-15,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10
2218,36,220,2017-01-15,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11
7608,66,484,2017-01-15,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05
1501,52,2457,2017-01-15,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2016-11-22
14582,99,2925,2017-01-15,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-10
15087,50,3210,2017-01-15,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-16
11881,1,1680,2017-01-15,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-09-15
